"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","301","test_check_page_opened[chromium]","tests","Thu May 08 21:21:24 GMT 2025","passed","Thu May 08 21:21:24 GMT 2025","TestCartPage","test_cart_page_no_auth","",""
"","1178","test_login[chromium]","tests","Thu May 08 21:21:24 GMT 2025","passed","Thu May 08 21:21:25 GMT 2025","TestLoginPage","test_login_page","",""
