"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1812","test_login[chromium]","tests","Thu May 08 21:32:40 GMT 2025","passed","Thu May 08 21:32:42 GMT 2025","TestLoginPage","test_login_page","",""
"","503","test_check_page_opened[chromium]","tests","Thu May 08 21:32:40 GMT 2025","passed","Thu May 08 21:32:40 GMT 2025","TestCartPage","test_cart_page_no_auth","",""
