"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1156","test_login[chromium]","tests","Thu May 22 16:39:41 GMT 2025","passed","Thu May 22 16:39:43 GMT 2025","TestLoginPage","test_login_page","",""
"","396","test_check_page_opened[chromium]","tests","Thu May 22 16:39:41 GMT 2025","passed","Thu May 22 16:39:41 GMT 2025","TestCartPage","test_cart_page_no_auth","",""
