"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","920","test_login[chromium]","tests","Tue May 13 17:23:20 GMT 2025","broken","Tue May 13 17:23:21 GMT 2025","TestLoginPage","test_login_page","",""
"","625","test_check_page_opened[chromium]","tests","Tue May 13 17:23:20 GMT 2025","passed","Tue May 13 17:23:20 GMT 2025","TestCartPage","test_cart_page_no_auth","",""
